Id,Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities,country+province,Lat,Long,day_from_jan_first,temp,min,max,stp,wdsp,prcp,fog
13757,13758,,Greece,2020-03-23,695.0,17.0,Greece-,39.07420000000001,21.824299999999997,83,52.1,48.7,54.7,12.1,4.8,0.0,0
13758,13759,,Greece,2020-03-24,743.0,20.0,Greece-,39.07420000000001,21.824299999999997,84,51.8,47.1,61.2,14.0,4.5,0.0,0
13759,13760,,Greece,2020-03-25,821.0,22.0,Greece-,39.07420000000001,21.824299999999997,85,49.6,47.1,54.7,17.2,8.9,0.0,0
13760,13761,,Greece,2020-03-26,892.0,26.0,Greece-,39.07420000000001,21.824299999999997,86,49.8,47.5,52.3,13.2,4.2,0.0,1
13761,13762,,Greece,2020-03-27,966.0,28.0,Greece-,39.07420000000001,21.824299999999997,87,49.3,47.7,53.1,12.7,4.1,0.0,1
13762,13763,,Greece,2020-03-28,1061.0,32.0,Greece-,39.07420000000001,21.824299999999997,88,49.8,37.8,63.0,12.2,2.2,0.0,1
13763,13764,,Greece,2020-03-29,1156.0,38.0,Greece-,39.07420000000001,21.824299999999997,89,52.6,39.7,67.5,10.2,4.9,0.0,0
13764,13765,,Greece,2020-03-30,1212.0,43.0,Greece-,39.07420000000001,21.824299999999997,90,52.6,39.7,67.5,10.2,4.9,0.0,0
13765,13766,,Greece,2020-03-31,1314.0,49.0,Greece-,39.07420000000001,21.824299999999997,91,52.6,39.7,67.5,10.2,4.9,0.0,0
13766,13767,,Greece,2020-04-01,1415.0,50.0,Greece-,39.07420000000001,21.824299999999997,92,52.6,39.7,67.5,10.2,4.9,0.0,0
13767,13768,,Greece,2020-04-02,1544.0,53.0,Greece-,39.07420000000001,21.824299999999997,93,52.6,39.7,67.5,10.2,4.9,0.0,0
13803,13804,,Grenada,2020-01-22,0.0,0.0,Grenada-,12.05,-61.75,22,79.7,74.3,85.6,11.2,8.5,0.0,0
13804,13805,,Grenada,2020-01-23,0.0,0.0,Grenada-,12.05,-61.75,23,79.6,74.1,84.7,10.5,8.2,0.0,0
13805,13806,,Grenada,2020-01-24,0.0,0.0,Grenada-,12.05,-61.75,24,79.6,74.1,86.7,10.8,5.2,0.0,1
13806,13807,,Grenada,2020-01-25,0.0,0.0,Grenada-,12.05,-61.75,25,78.6,74.8,86.7,12.7,7.9,0.11,1
13807,13808,,Grenada,2020-01-26,0.0,0.0,Grenada-,12.05,-61.75,26,80.3,75.0,85.3,13.0,8.4,0.07,0
13808,13809,,Grenada,2020-01-27,0.0,0.0,Grenada-,12.05,-61.75,27,79.5,73.9,85.3,13.2,8.1,0.0,0
13809,13810,,Grenada,2020-01-28,0.0,0.0,Grenada-,12.05,-61.75,28,80.5,73.9,86.2,12.7,8.2,0.0,0
13810,13811,,Grenada,2020-01-29,0.0,0.0,Grenada-,12.05,-61.75,29,80.0,75.7,86.2,12.6,8.3,0.02,1
13811,13812,,Grenada,2020-01-30,0.0,0.0,Grenada-,12.05,-61.75,30,81.0,76.5,86.2,13.2,11,0.0,0
13812,13813,,Grenada,2020-01-31,0.0,0.0,Grenada-,12.05,-61.75,31,81.8,76.6,87.3,14.1,11.7,0.0,1
13813,13814,,Grenada,2020-02-01,0.0,0.0,Grenada-,12.05,-61.75,32,82.4,80.1,87.8,14.8,12.8,0.0,1
13814,13815,,Grenada,2020-02-02,0.0,0.0,Grenada-,12.05,-61.75,33,81.8,75.4,87.4,13.7,13.2,0.0,1
13815,13816,,Grenada,2020-02-03,0.0,0.0,Grenada-,12.05,-61.75,34,81.3,77.7,85.5,15.5,11.3,0.0,0
13816,13817,,Grenada,2020-02-04,0.0,0.0,Grenada-,12.05,-61.75,35,80.3,75.4,86.7,15.5,10.3,0.0,0
13817,13818,,Grenada,2020-02-05,0.0,0.0,Grenada-,12.05,-61.75,36,80.7,74.5,87.1,15.0,10.8,0.0,1
13818,13819,,Grenada,2020-02-06,0.0,0.0,Grenada-,12.05,-61.75,37,80.4,74.5,87.1,14.6,14.1,0.0,1
13819,13820,,Grenada,2020-02-07,0.0,0.0,Grenada-,12.05,-61.75,38,80.8,75.2,86.0,14.9,13.5,0.23,1
13820,13821,,Grenada,2020-02-08,0.0,0.0,Grenada-,12.05,-61.75,39,80.0,75.2,87.8,14.2,10,0.04,1
13821,13822,,Grenada,2020-02-09,0.0,0.0,Grenada-,12.05,-61.75,40,79.6,74.3,87.1,15.1,13.4,0.5,1
13822,13823,,Grenada,2020-02-10,0.0,0.0,Grenada-,12.05,-61.75,41,80.8,74.7,85.8,15.6,14.4,0.01,1
13823,13824,,Grenada,2020-02-11,0.0,0.0,Grenada-,12.05,-61.75,42,80.7,75.0,86.5,15.0,11.7,0.0,1
13824,13825,,Grenada,2020-02-12,0.0,0.0,Grenada-,12.05,-61.75,43,81.3,77.5,86.5,13.9,13,0.0,1
13825,13826,,Grenada,2020-02-13,0.0,0.0,Grenada-,12.05,-61.75,44,81.0,77.0,86.0,13.1,12.6,0.0,1
13826,13827,,Grenada,2020-02-14,0.0,0.0,Grenada-,12.05,-61.75,45,80.4,76.1,88.0,14.0,14.1,0.01,1
13827,13828,,Grenada,2020-02-15,0.0,0.0,Grenada-,12.05,-61.75,46,80.5,77.0,86.4,13.7,12.8,0.0,0
13828,13829,,Grenada,2020-02-16,0.0,0.0,Grenada-,12.05,-61.75,47,80.1,76.8,86.4,12.8,8.9,0.0,1
13829,13830,,Grenada,2020-02-17,0.0,0.0,Grenada-,12.05,-61.75,48,80.3,76.8,86.4,12.1,13,0.01,1
13830,13831,,Grenada,2020-02-18,0.0,0.0,Grenada-,12.05,-61.75,49,80.6,76.8,86.4,13.2,13.7,0.12,1
13831,13832,,Grenada,2020-02-19,0.0,0.0,Grenada-,12.05,-61.75,50,78.1,72.7,86.4,13.2,12.4,1.05,1
13832,13833,,Grenada,2020-02-20,0.0,0.0,Grenada-,12.05,-61.75,51,78.4,72.0,85.3,13.1,10.6,0.41,1
13833,13834,,Grenada,2020-02-21,0.0,0.0,Grenada-,12.05,-61.75,52,80.1,72.9,85.3,13.0,10.3,0.0,1
13834,13835,,Grenada,2020-02-22,0.0,0.0,Grenada-,12.05,-61.75,53,79.2,74.1,84.7,13.0,7.7,0.01,1
13835,13836,,Grenada,2020-02-23,0.0,0.0,Grenada-,12.05,-61.75,54,79.7,74.1,86.9,12.8,7.6,0.01,1
13836,13837,,Grenada,2020-02-24,0.0,0.0,Grenada-,12.05,-61.75,55,80.8,75.6,86.9,12.6,11.2,0.01,1
13837,13838,,Grenada,2020-02-25,0.0,0.0,Grenada-,12.05,-61.75,56,81.0,77.0,84.2,12.9,10.9,0.0,0
13838,13839,,Grenada,2020-02-26,0.0,0.0,Grenada-,12.05,-61.75,57,79.9,75.2,85.1,12.5,7.7,0.01,0
13839,13840,,Grenada,2020-02-27,0.0,0.0,Grenada-,12.05,-61.75,58,79.6,75.0,85.1,13.4,8.9,0.03,1
13840,13841,,Grenada,2020-02-28,0.0,0.0,Grenada-,12.05,-61.75,59,79.3,72.7,85.8,14.7,9.5,0.0,1
13841,13842,,Grenada,2020-02-29,0.0,0.0,Grenada-,12.05,-61.75,60,80.2,72.7,84.9,15.3,13.2,0.0,0
13842,13843,,Grenada,2020-03-01,0.0,0.0,Grenada-,12.05,-61.75,61,78.9,75.2,82.9,14.9,10.6,0.02,1
13843,13844,,Grenada,2020-03-02,0.0,0.0,Grenada-,12.05,-61.75,62,78.9,73.4,84.6,14.0,7.7,0.05,1
13844,13845,,Grenada,2020-03-03,0.0,0.0,Grenada-,12.05,-61.75,63,77.9,73.8,86.0,13.7,7.4,0.0,1
13845,13846,,Grenada,2020-03-04,0.0,0.0,Grenada-,12.05,-61.75,64,80.2,74.8,86.0,14.4,13.2,0.05,1
13846,13847,,Grenada,2020-03-05,0.0,0.0,Grenada-,12.05,-61.75,65,81.1,74.8,86.0,15.3,17.1,0.0,0
13847,13848,,Grenada,2020-03-06,0.0,0.0,Grenada-,12.05,-61.75,66,80.4,76.5,86.0,15.4,15,0.0,0
13848,13849,,Grenada,2020-03-07,0.0,0.0,Grenada-,12.05,-61.75,67,80.4,76.5,85.6,13.2,13.8,0.0,0
13849,13850,,Grenada,2020-03-08,0.0,0.0,Grenada-,12.05,-61.75,68,80.6,77.5,85.3,13.8,14,0.0,0
13850,13851,,Grenada,2020-03-09,0.0,0.0,Grenada-,12.05,-61.75,69,80.0,74.7,86.9,15.4,12,0.0,0
13851,13852,,Grenada,2020-03-10,0.0,0.0,Grenada-,12.05,-61.75,70,80.3,74.7,86.9,14.8,15.1,0.0,0
13852,13853,,Grenada,2020-03-11,0.0,0.0,Grenada-,12.05,-61.75,71,81.3,77.5,86.5,12.2,14,0.0,0
13853,13854,,Grenada,2020-03-12,0.0,0.0,Grenada-,12.05,-61.75,72,80.2,77.0,86.5,11.1,11.8,0.0,0
13854,13855,,Grenada,2020-03-13,0.0,0.0,Grenada-,12.05,-61.75,73,80.6,77.0,85.1,11.7,12,0.01,1
13855,13856,,Grenada,2020-03-14,0.0,0.0,Grenada-,12.05,-61.75,74,79.9,77.0,86.4,12.6,3.7,0.0,1
13856,13857,,Grenada,2020-03-15,0.0,0.0,Grenada-,12.05,-61.75,75,76.1,74.3,87.4,13.0,4,0.11,1
13857,13858,,Grenada,2020-03-16,0.0,0.0,Grenada-,12.05,-61.75,76,78.1,73.4,86.0,12.9,2.1,0.15,1
13858,13859,,Grenada,2020-03-17,0.0,0.0,Grenada-,12.05,-61.75,77,78.6,72.5,85.8,13.0,4.8,0.0,0
13859,13860,,Grenada,2020-03-18,0.0,0.0,Grenada-,12.05,-61.75,78,79.5,72.5,86.2,14.2,7.2,0.0,1
13860,13861,,Grenada,2020-03-19,0.0,0.0,Grenada-,12.05,-61.75,79,80.2,73.6,88.3,14.5,5.9,0.0,0
13861,13862,,Grenada,2020-03-20,0.0,0.0,Grenada-,12.05,-61.75,80,80.2,73.9,88.3,14.8,6.7,0.02,1
13862,13863,,Grenada,2020-03-21,0.0,0.0,Grenada-,12.05,-61.75,81,80.0,73.9,88.0,13.6,8,0.05,1
13863,13864,,Grenada,2020-03-22,1.0,0.0,Grenada-,12.05,-61.75,82,81.5,74.3,87.1,13.8,12.9,0.0,0
13864,13865,,Grenada,2020-03-23,1.0,0.0,Grenada-,12.05,-61.75,83,81.7,77.7,87.1,15.5,12.8,0.0,1
13865,13866,,Grenada,2020-03-24,1.0,0.0,Grenada-,12.05,-61.75,84,81.3,77.2,87.3,14.9,12.9,0.0,0
13866,13867,,Grenada,2020-03-25,1.0,0.0,Grenada-,12.05,-61.75,85,80.8,77.4,87.6,13.5,12.6,0.0,1
13867,13868,,Grenada,2020-03-26,7.0,0.0,Grenada-,12.05,-61.75,86,81.1,77.0,84.2,11.7,12.3,0.0,0
13868,13869,,Grenada,2020-03-27,7.0,0.0,Grenada-,12.05,-61.75,87,80.1,75.2,84.7,10.4,7.7,0.0,1
13869,13870,,Grenada,2020-03-28,7.0,0.0,Grenada-,12.05,-61.75,88,80.4,75.6,88.0,11.2,8.7,0.03,1
13870,13871,,Grenada,2020-03-29,9.0,0.0,Grenada-,12.05,-61.75,89,80.9,75.0,88.0,12.8,11.2,0.1,1
13871,13872,,Grenada,2020-03-30,9.0,0.0,Grenada-,12.05,-61.75,90,78.0,77.0,78.8,999.9,7.5,0.0,0
13872,13873,,Grenada,2020-03-31,9.0,0.0,Grenada-,12.05,-61.75,91,78.0,77.0,78.8,999.9,7.5,0.0,0
13873,13874,,Grenada,2020-04-01,9.0,0.0,Grenada-,12.05,-61.75,92,78.0,77.0,78.8,999.9,7.5,0.0,0
13874,13875,,Grenada,2020-04-02,10.0,0.0,Grenada-,12.05,-61.75,93,78.0,77.0,78.8,999.9,7.5,0.0,0
13910,13911,,Guatemala,2020-01-22,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,22,60.1,53.6,69.8,999.9,2.8,99.99,1
13911,13912,,Guatemala,2020-01-23,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,23,69.2,51.8,80.6,999.9,3.7,0.0,0
13912,13913,,Guatemala,2020-01-24,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,24,65.6,51.8,75.2,999.9,4.6,0.0,0
13913,13914,,Guatemala,2020-01-25,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,25,67.4,57.2,75.2,999.9,4,0.0,0
13914,13915,,Guatemala,2020-01-26,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,26,67.4,48.2,80.6,999.9,3,0.0,0
13915,13916,,Guatemala,2020-01-27,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,27,67.3,55.4,77.0,999.9,2.6,0.0,0
13916,13917,,Guatemala,2020-01-28,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,28,71.3,55.4,84.2,999.9,6.3,0.0,0
13917,13918,,Guatemala,2020-01-29,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,29,71.7,62.6,82.4,999.9,5.9,0.0,0
13918,13919,,Guatemala,2020-01-30,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,30,69.2,57.2,80.6,999.9,4.8,0.0,0
13919,13920,,Guatemala,2020-01-31,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,31,73.7,55.4,86.0,999.9,5.4,0.0,0
13920,13921,,Guatemala,2020-02-01,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,32,64.7,62.6,73.4,999.9,2,99.99,1
13921,13922,,Guatemala,2020-02-02,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,33,60.2,55.4,68.0,999.9,4.7,99.99,1
13922,13923,,Guatemala,2020-02-03,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,34,65.4,50.0,78.8,999.9,4.8,0.0,1
13923,13924,,Guatemala,2020-02-04,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,35,69.5,59.0,82.4,999.9,2.6,0.0,0
13924,13925,,Guatemala,2020-02-05,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,36,75.0,57.2,87.8,999.9,4.7,0.0,0
13925,13926,,Guatemala,2020-02-06,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,37,77.4,62.6,87.8,999.9,4.2,0.0,0
13926,13927,,Guatemala,2020-02-07,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,38,71.7,60.8,80.6,999.9,3.6,0.0,0
13927,13928,,Guatemala,2020-02-08,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,39,69.5,59.0,77.0,999.9,3.1,0.0,0
13928,13929,,Guatemala,2020-02-09,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,40,63.3,51.8,71.6,999.9,3.3,0.0,0
13929,13930,,Guatemala,2020-02-10,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,41,69.0,55.4,77.0,999.9,2.5,0.0,0
13930,13931,,Guatemala,2020-02-11,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,42,69.9,51.8,78.8,999.9,4.3,0.0,1
13931,13932,,Guatemala,2020-02-12,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,43,69.7,53.6,80.6,999.9,4.2,0.0,1
13932,13933,,Guatemala,2020-02-13,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,44,69.8,50.0,80.6,999.9,4,0.0,0
13933,13934,,Guatemala,2020-02-14,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,45,67.4,62.6,71.6,999.9,6,99.99,1
13934,13935,,Guatemala,2020-02-15,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,46,62.0,55.4,66.2,999.9,2.6,99.99,1
13935,13936,,Guatemala,2020-02-16,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,47,67.6,57.2,75.2,999.9,4.5,0.0,0
13936,13937,,Guatemala,2020-02-17,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,48,67.2,55.4,75.2,999.9,4.8,0.0,0
13937,13938,,Guatemala,2020-02-18,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,49,68.3,51.8,77.0,999.9,3.4,0.0,1
13938,13939,,Guatemala,2020-02-19,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,50,69.5,57.2,77.0,999.9,3.9,0.0,0
13939,13940,,Guatemala,2020-02-20,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,51,66.8,51.8,77.0,999.9,3.6,0.0,0
13940,13941,,Guatemala,2020-02-21,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,52,67.4,57.2,73.4,999.9,4.5,0.0,0
13941,13942,,Guatemala,2020-02-22,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,53,64.0,57.2,69.8,999.9,3.9,99.99,1
13942,13943,,Guatemala,2020-02-23,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,54,66.9,59.0,75.2,999.9,4,99.99,1
13943,13944,,Guatemala,2020-02-24,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,55,71.5,53.6,82.4,999.9,4,0.0,1
13944,13945,,Guatemala,2020-02-25,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,56,76.3,59.0,87.8,999.9,6,0.0,0
13945,13946,,Guatemala,2020-02-26,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,57,73.1,64.4,77.0,999.9,5.5,0.0,0
13946,13947,,Guatemala,2020-02-27,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,58,58.7,55.4,69.8,999.9,4.8,99.99,1
13947,13948,,Guatemala,2020-02-28,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,59,57.2,55.4,59.0,999.9,4,99.99,1
13948,13949,,Guatemala,2020-02-29,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,60,58.5,53.6,64.4,999.9,3.5,99.99,1
13949,13950,,Guatemala,2020-03-01,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,61,65.1,50.0,80.6,999.9,3.4,0.0,1
13950,13951,,Guatemala,2020-03-02,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,62,73.7,55.4,86.0,999.9,4.9,0.0,0
13951,13952,,Guatemala,2020-03-03,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,63,77.0,59.0,87.8,999.9,5.1,0.0,0
13952,13953,,Guatemala,2020-03-04,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,64,77.7,59.0,87.8,999.9,4,0.0,0
13953,13954,,Guatemala,2020-03-05,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,65,72.8,55.4,80.6,999.9,4.2,0.0,0
13954,13955,,Guatemala,2020-03-06,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,66,62.7,59.0,71.6,999.9,6.5,99.99,1
13955,13956,,Guatemala,2020-03-07,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,67,59.3,55.4,62.6,999.9,3,99.99,1
13956,13957,,Guatemala,2020-03-08,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,68,60.0,57.2,62.6,999.9,2.2,99.99,1
13957,13958,,Guatemala,2020-03-09,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,69,62.6,59.0,68.0,999.9,2.2,99.99,1
13958,13959,,Guatemala,2020-03-10,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,70,64.4,60.8,66.2,999.9,3.3,99.99,1
13959,13960,,Guatemala,2020-03-11,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,71,67.6,64.4,71.6,999.9,4.7,0.0,0
13960,13961,,Guatemala,2020-03-12,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,72,67.5,48.2,77.0,999.9,4.7,0.0,1
13961,13962,,Guatemala,2020-03-13,0.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,73,72.3,53.6,78.8,999.9,5.7,0.0,0
13962,13963,,Guatemala,2020-03-14,1.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,74,72.5,62.6,78.8,999.9,5.8,0.0,0
13963,13964,,Guatemala,2020-03-15,1.0,0.0,Guatemala-,15.783500000000002,-90.23080000000003,75,67.4,50.0,75.2,999.9,4.6,0.0,0
13964,13965,,Guatemala,2020-03-16,2.0,1.0,Guatemala-,15.783500000000002,-90.23080000000003,76,67.4,53.6,75.2,999.9,4.8,0.0,1
13965,13966,,Guatemala,2020-03-17,6.0,1.0,Guatemala-,15.783500000000002,-90.23080000000003,77,66.8,48.2,75.2,999.9,3.4,0.0,0
13966,13967,,Guatemala,2020-03-18,6.0,1.0,Guatemala-,15.783500000000002,-90.23080000000003,78,68.1,48.2,77.0,999.9,3.1,0.0,0
13967,13968,,Guatemala,2020-03-19,9.0,1.0,Guatemala-,15.783500000000002,-90.23080000000003,79,70.6,51.8,78.8,999.9,3.9,0.0,0
13968,13969,,Guatemala,2020-03-20,12.0,1.0,Guatemala-,15.783500000000002,-90.23080000000003,80,71.3,51.8,82.4,999.9,3.7,0.0,0
13969,13970,,Guatemala,2020-03-21,17.0,1.0,Guatemala-,15.783500000000002,-90.23080000000003,81,69.5,55.4,78.8,999.9,3.8,99.99,1
13970,13971,,Guatemala,2020-03-22,19.0,1.0,Guatemala-,15.783500000000002,-90.23080000000003,82,65.1,53.6,75.2,999.9,2.8,0.0,0
13971,13972,,Guatemala,2020-03-23,20.0,1.0,Guatemala-,15.783500000000002,-90.23080000000003,83,69.1,57.2,78.8,999.9,3.6,0.0,0
13972,13973,,Guatemala,2020-03-24,21.0,1.0,Guatemala-,15.783500000000002,-90.23080000000003,84,70.0,48.2,82.4,999.9,4,0.0,0
13973,13974,,Guatemala,2020-03-25,24.0,1.0,Guatemala-,15.783500000000002,-90.23080000000003,85,74.1,53.6,82.4,999.9,4.4,0.0,0
13974,13975,,Guatemala,2020-03-26,25.0,1.0,Guatemala-,15.783500000000002,-90.23080000000003,86,72.0,53.6,84.2,999.9,4.4,0.0,0
13975,13976,,Guatemala,2020-03-27,28.0,1.0,Guatemala-,15.783500000000002,-90.23080000000003,87,72.5,51.8,82.4,999.9,3.8,0.0,0
13976,13977,,Guatemala,2020-03-28,34.0,1.0,Guatemala-,15.783500000000002,-90.23080000000003,88,73.6,57.2,82.4,999.9,5.2,0.0,0
13977,13978,,Guatemala,2020-03-29,34.0,1.0,Guatemala-,15.783500000000002,-90.23080000000003,89,73.2,55.4,82.4,999.9,4.6,0.0,0
13978,13979,,Guatemala,2020-03-30,36.0,1.0,Guatemala-,15.783500000000002,-90.23080000000003,90,73.2,55.4,82.4,999.9,4.6,0.0,0
13979,13980,,Guatemala,2020-03-31,38.0,1.0,Guatemala-,15.783500000000002,-90.23080000000003,91,73.2,55.4,82.4,999.9,4.6,0.0,0
13980,13981,,Guatemala,2020-04-01,39.0,1.0,Guatemala-,15.783500000000002,-90.23080000000003,92,73.2,55.4,82.4,999.9,4.6,0.0,0
13981,13982,,Guatemala,2020-04-02,47.0,1.0,Guatemala-,15.783500000000002,-90.23080000000003,93,73.2,55.4,82.4,999.9,4.6,0.0,0
14017,14018,,Guinea,2020-01-22,0.0,0.0,Guinea-,9.94560000000001,-9.696599999999993,22,80.2,71.6,88.9,964.1,999.9,0.0,0
14018,14019,,Guinea,2020-01-23,0.0,0.0,Guinea-,9.94560000000001,-9.696599999999993,23,78.9,67.1,93.2,964.3,0,0.0,0
14019,14020,,Guinea,2020-01-24,0.0,0.0,Guinea-,9.94560000000001,-9.696599999999993,24,80.3,63.5,93.4,964.8,0,0.0,0
14020,14021,,Guinea,2020-01-25,0.0,0.0,Guinea-,9.94560000000001,-9.696599999999993,25,76.4,59.9,96.1,965.0,999.9,0.0,0
14021,14022,,Guinea,2020-01-26,0.0,0.0,Guinea-,9.94560000000001,-9.696599999999993,26,76.3,57.4,96.8,964.6,0,0.0,0
14022,14023,,Guinea,2020-01-27,0.0,0.0,Guinea-,9.94560000000001,-9.696599999999993,27,76.5,56.3,94.6,964.1,0,0.0,0
14023,14024,,Guinea,2020-01-28,0.0,0.0,Guinea-,9.94560000000001,-9.696599999999993,28,75.2,59.9,90.7,964.8,0,0.0,0
14024,14025,,Guinea,2020-01-29,0.0,0.0,Guinea-,9.94560000000001,-9.696599999999993,29,76.1,56.3,93.6,964.5,0,0.0,0
14025,14026,,Guinea,2020-01-30,0.0,0.0,Guinea-,9.94560000000001,-9.696599999999993,30,78.4,56.1,96.1,965.7,999.9,0.0,0
14026,14027,,Guinea,2020-01-31,0.0,0.0,Guinea-,9.94560000000001,-9.696599999999993,31,77.9,57.2,96.8,965.0,0,0.0,0
14027,14028,,Guinea,2020-02-01,0.0,0.0,Guinea-,9.94560000000001,-9.696599999999993,32,76.9,61.5,94.5,964.7,999.9,0.0,0
14028,14029,,Guinea,2020-02-02,0.0,0.0,Guinea-,9.94560000000001,-9.696599999999993,33,77.9,57.9,97.2,965.5,0,0.0,0
14029,14030,,Guinea,2020-02-03,0.0,0.0,Guinea-,9.94560000000001,-9.696599999999993,34,77.5,57.2,94.1,965.7,0,0.0,0
14030,14031,,Guinea,2020-02-04,0.0,0.0,Guinea-,9.94560000000001,-9.696599999999993,35,75.8,54.5,94.8,965.7,999.9,0.0,0
14031,14032,,Guinea,2020-02-05,0.0,0.0,Guinea-,9.94560000000001,-9.696599999999993,36,75.5,54.0,94.6,964.3,0,0.0,0
14032,14033,,Guinea,2020-02-06,0.0,0.0,Guinea-,9.94560000000001,-9.696599999999993,37,73.2,56.3,92.3,964.1,999.9,0.0,0
14033,14034,,Guinea,2020-02-07,0.0,0.0,Guinea-,9.94560000000001,-9.696599999999993,38,77.5,57.6,95.5,965.2,999.9,0.0,0
14034,14035,,Guinea,2020-02-08,0.0,0.0,Guinea-,9.94560000000001,-9.696599999999993,39,77.6,59.9,94.1,964.8,0,0.0,0
14035,14036,,Guinea,2020-02-09,0.0,0.0,Guinea-,9.94560000000001,-9.696599999999993,40,76.8,58.3,95.0,964.4,999.9,0.0,0
14036,14037,,Guinea,2020-02-10,0.0,0.0,Guinea-,9.94560000000001,-9.696599999999993,41,76.5,60.3,94.3,964.4,0,0.0,0
14037,14038,,Guinea,2020-02-11,0.0,0.0,Guinea-,9.94560000000001,-9.696599999999993,42,81.4,65.1,90.0,965.9,0,0.0,0
14038,14039,,Guinea,2020-02-12,0.0,0.0,Guinea-,9.94560000000001,-9.696599999999993,43,79.9,63.3,93.4,964.7,999.9,0.0,0
14039,14040,,Guinea,2020-02-13,0.0,0.0,Guinea-,9.94560000000001,-9.696599999999993,44,83.3,71.6,95.9,964.0,0,0.0,0
14040,14041,,Guinea,2020-02-14,0.0,0.0,Guinea-,9.94560000000001,-9.696599999999993,45,80.8,61.2,94.8,963.4,999.9,0.0,0
14041,14042,,Guinea,2020-02-15,0.0,0.0,Guinea-,9.94560000000001,-9.696599999999993,46,78.9,56.7,97.0,963.0,0,0.0,0
14042,14043,,Guinea,2020-02-16,0.0,0.0,Guinea-,9.94560000000001,-9.696599999999993,47,82.8,60.8,100.9,962.9,1.5,0.0,0
14043,14044,,Guinea,2020-02-17,0.0,0.0,Guinea-,9.94560000000001,-9.696599999999993,48,80.5,59.0,101.1,963.2,0,0.0,0
14044,14045,,Guinea,2020-02-18,0.0,0.0,Guinea-,9.94560000000001,-9.696599999999993,49,81.5,59.0,98.8,962.7,0,0.0,0
14045,14046,,Guinea,2020-02-19,0.0,0.0,Guinea-,9.94560000000001,-9.696599999999993,50,82.6,63.0,100.4,961.5,0,0.0,0
14046,14047,,Guinea,2020-02-20,0.0,0.0,Guinea-,9.94560000000001,-9.696599999999993,51,85.4,61.5,100.6,960.4,0,0.0,0
